"Type"	"Family"	"Timepoint"	"Covariate1"	"Covariate2"	"Binary_phenotype_dynamic"	"Factor_phenotype_dynamic"	"Quant_phenotype_dynamic"	"Binary_phenotype_static"	"Factor_phenotype_static"	"Quant_phenotype_static"
"Sample0132"	"Infant"	"FAM044"	"M3"	"Covar1.2"	0.652002535265311	"BinaryDynamic2"	"LevelDynamic3"	0.123114458454869	"BinaryStatic1"	"LevelStatic2"	1.83424223240379
"Sample0133"	"Infant"	"FAM045"	"W2"	"Covar1.2"	0.785087785372173	"BinaryDynamic1"	"LevelDynamic2"	0.632492794945232	"BinaryStatic2"	"LevelStatic3"	-1.52691516080257
"Sample0134"	"Infant"	"FAM046"	"M1"	"Covar1.2"	0.360908822356377	"BinaryDynamic2"	"LevelDynamic3"	1.35313220561448	"BinaryStatic1"	"LevelStatic3"	-1.92823230965532
"Sample0135"	"Infant"	"FAM046"	"W2"	"Covar1.2"	-0.873702742668196	"BinaryDynamic2"	"LevelDynamic3"	0.529601726277309	"BinaryStatic1"	"LevelStatic3"	-1.92823230965532
"Sample0136"	"Infant"	"FAM047"	"W2"	"Covar1.1"	-0.870344485349957	"BinaryDynamic2"	"LevelDynamic2"	0.156610130353487	"BinaryStatic2"	"LevelStatic2"	0.821213862526982
"Sample0137"	"Infant"	"FAM047"	"M3"	"Covar1.2"	-0.875329043986281	"BinaryDynamic2"	"LevelDynamic3"	0.455431889852185	"BinaryStatic2"	"LevelStatic2"	0.821213862526982
"Sample0138"	"Infant"	"FAM047"	"M6"	"Covar1.2"	-0.266642823632545	"BinaryDynamic2"	"LevelDynamic1"	0.157078811659585	"BinaryStatic2"	"LevelStatic2"	0.821213862526982
"Sample0139"	"Infant"	"FAM047"	"M12"	"Covar1.1"	0.201305979797595	"BinaryDynamic1"	"LevelDynamic1"	-0.41054051324798	"BinaryStatic2"	"LevelStatic2"	0.821213862526982
"Sample0140"	"Infant"	"FAM047"	"M1"	"Covar1.1"	-0.536706870278097	"BinaryDynamic2"	"LevelDynamic2"	0.784373718401317	"BinaryStatic2"	"LevelStatic2"	0.821213862526982
"Sample0141"	"Infant"	"FAM048"	"M12"	"Covar1.2"	0.847561012935362	"BinaryDynamic1"	"LevelDynamic3"	1.25351669542999	"BinaryStatic1"	"LevelStatic1"	0.0908815738746315
"Sample0142"	"Infant"	"FAM049"	"M3"	"Covar1.3"	-0.171463434769024	"BinaryDynamic2"	"LevelDynamic2"	-0.982213132062394	"BinaryStatic2"	"LevelStatic1"	-0.369944401372079
"Sample0143"	"Infant"	"FAM049"	"M1"	"Covar1.1"	-1.85565396166858	"BinaryDynamic1"	"LevelDynamic1"	0.529389287005879	"BinaryStatic2"	"LevelStatic1"	-0.369944401372079
"Sample0144"	"Infant"	"FAM049"	"M12"	"Covar1.2"	1.89204525947148	"BinaryDynamic2"	"LevelDynamic1"	-0.351271376401533	"BinaryStatic2"	"LevelStatic1"	-0.369944401372079
"Sample0145"	"Infant"	"FAM050"	"M6"	"Covar1.3"	1.34347604375054	"BinaryDynamic1"	"LevelDynamic3"	-0.416190999752579	"BinaryStatic2"	"LevelStatic2"	0.20991632980563
"Sample0146"	"Infant"	"FAM050"	"M3"	"Covar1.3"	1.81602443440901	"BinaryDynamic2"	"LevelDynamic3"	-1.04305155289338	"BinaryStatic2"	"LevelStatic2"	0.20991632980563
"Sample0147"	"Infant"	"FAM050"	"W2"	"Covar1.2"	0.978758904198314	"BinaryDynamic1"	"LevelDynamic1"	-0.27466582093416	"BinaryStatic2"	"LevelStatic2"	0.20991632980563
"Sample0148"	"Infant"	"FAM051"	"W2"	"Covar1.3"	-1.77860971039665	"BinaryDynamic2"	"LevelDynamic1"	0.0452766660546936	"BinaryStatic1"	"LevelStatic1"	2.06083812560648
"Sample0149"	"Infant"	"FAM051"	"M12"	"Covar1.1"	-0.0544983080007015	"BinaryDynamic1"	"LevelDynamic2"	-0.872817502283689	"BinaryStatic1"	"LevelStatic1"	2.06083812560648
"Sample0150"	"Infant"	"FAM052"	"M1"	"Covar1.3"	0.55369946960038	"BinaryDynamic2"	"LevelDynamic1"	0.278583740120862	"BinaryStatic1"	"LevelStatic2"	-1.31535907768985
"Sample0151"	"Infant"	"FAM052"	"W2"	"Covar1.2"	0.435403621871756	"BinaryDynamic1"	"LevelDynamic1"	-0.179030197736364	"BinaryStatic1"	"LevelStatic2"	-1.31535907768985
"Sample0152"	"Infant"	"FAM052"	"M6"	"Covar1.3"	0.730482378818194	"BinaryDynamic2"	"LevelDynamic1"	1.47834541675743	"BinaryStatic1"	"LevelStatic2"	-1.31535907768985
"Sample0153"	"Infant"	"FAM052"	"M3"	"Covar1.3"	0.551624034202804	"BinaryDynamic1"	"LevelDynamic1"	0.925021249088526	"BinaryStatic1"	"LevelStatic2"	-1.31535907768985
"Sample0154"	"Infant"	"FAM052"	"M12"	"Covar1.2"	-1.85368686085863	"BinaryDynamic1"	"LevelDynamic3"	-0.464903044877056	"BinaryStatic1"	"LevelStatic2"	-1.31535907768985
"Sample0155"	"Infant"	"FAM053"	"M1"	"Covar1.2"	-0.0588844179452973	"BinaryDynamic1"	"LevelDynamic2"	2.12991325490641	"BinaryStatic2"	"LevelStatic2"	0.703603521179414
"Sample0156"	"Infant"	"FAM053"	"M3"	"Covar1.3"	-0.317069742304797	"BinaryDynamic2"	"LevelDynamic1"	-1.61555018611546	"BinaryStatic2"	"LevelStatic2"	0.703603521179414
"Sample0157"	"Infant"	"FAM054"	"M1"	"Covar1.1"	0.0999515693007359	"BinaryDynamic1"	"LevelDynamic3"	0.729217713183457	"BinaryStatic1"	"LevelStatic2"	-1.04487052938445
"Sample0158"	"Infant"	"FAM054"	"M6"	"Covar1.3"	-1.47237375463124	"BinaryDynamic2"	"LevelDynamic1"	-1.3272428517951	"BinaryStatic1"	"LevelStatic2"	-1.04487052938445
"Sample0159"	"Infant"	"FAM054"	"M3"	"Covar1.2"	-0.189274670853958	"BinaryDynamic1"	"LevelDynamic2"	-0.542847475654424	"BinaryStatic1"	"LevelStatic2"	-1.04487052938445
"Sample0160"	"Infant"	"FAM054"	"W2"	"Covar1.2"	0.636197194382736	"BinaryDynamic1"	"LevelDynamic3"	-0.158999343014836	"BinaryStatic1"	"LevelStatic2"	-1.04487052938445
"Sample0161"	"Infant"	"FAM055"	"M12"	"Covar1.2"	-0.667445033564985	"BinaryDynamic1"	"LevelDynamic3"	-0.966490798458522	"BinaryStatic2"	"LevelStatic1"	-1.09583136310252
"Sample0162"	"Infant"	"FAM055"	"M6"	"Covar1.2"	-0.622203894610348	"BinaryDynamic2"	"LevelDynamic2"	0.919627714313052	"BinaryStatic2"	"LevelStatic1"	-1.09583136310252
"Sample0163"	"Infant"	"FAM055"	"M1"	"Covar1.2"	0.405745559790169	"BinaryDynamic2"	"LevelDynamic2"	1.57914442167399	"BinaryStatic2"	"LevelStatic1"	-1.09583136310252
"Sample0164"	"Infant"	"FAM055"	"W2"	"Covar1.1"	0.959025267486487	"BinaryDynamic1"	"LevelDynamic1"	-0.0561400198102579	"BinaryStatic2"	"LevelStatic1"	-1.09583136310252
"Sample0165"	"Infant"	"FAM056"	"M3"	"Covar1.2"	-0.95295695420697	"BinaryDynamic2"	"LevelDynamic1"	1.63250389043758	"BinaryStatic1"	"LevelStatic1"	-1.1878138125377
"Sample0166"	"Infant"	"FAM057"	"M12"	"Covar1.2"	1.17826423323284	"BinaryDynamic1"	"LevelDynamic2"	0.50842232014892	"BinaryStatic2"	"LevelStatic1"	0.843060855387465
"Sample0167"	"Infant"	"FAM057"	"M3"	"Covar1.3"	-0.0155032458531166	"BinaryDynamic2"	"LevelDynamic1"	-1.7873706427748	"BinaryStatic2"	"LevelStatic1"	0.843060855387465
"Sample0168"	"Infant"	"FAM057"	"W2"	"Covar1.1"	1.69036908477083	"BinaryDynamic1"	"LevelDynamic3"	-0.263048104346872	"BinaryStatic2"	"LevelStatic1"	0.843060855387465
"Sample0169"	"Infant"	"FAM057"	"M1"	"Covar1.2"	2.2085373009467	"BinaryDynamic2"	"LevelDynamic3"	-1.15678968544366	"BinaryStatic2"	"LevelStatic1"	0.843060855387465
"Sample0170"	"Infant"	"FAM057"	"M6"	"Covar1.2"	1.18269781010809	"BinaryDynamic1"	"LevelDynamic2"	0.317101218298614	"BinaryStatic2"	"LevelStatic1"	0.843060855387465
"Sample0171"	"Infant"	"FAM058"	"W2"	"Covar1.3"	0.183323482072816	"BinaryDynamic1"	"LevelDynamic2"	1.38240687840708	"BinaryStatic1"	"LevelStatic2"	-0.230223473260594
"Sample0172"	"Infant"	"FAM058"	"M1"	"Covar1.1"	0.385081089343451	"BinaryDynamic2"	"LevelDynamic2"	0.0654981070683574	"BinaryStatic1"	"LevelStatic2"	-0.230223473260594
"Sample0173"	"Infant"	"FAM058"	"M12"	"Covar1.2"	-1.13297198875446	"BinaryDynamic1"	"LevelDynamic3"	-0.347391879001228	"BinaryStatic1"	"LevelStatic2"	-0.230223473260594
"Sample0174"	"Infant"	"FAM059"	"M12"	"Covar1.3"	1.21976957677748	"BinaryDynamic1"	"LevelDynamic3"	-1.32559886735613	"BinaryStatic1"	"LevelStatic1"	-0.195260965452497
"Sample0175"	"Infant"	"FAM059"	"M6"	"Covar1.2"	1.77778186208689	"BinaryDynamic2"	"LevelDynamic3"	-1.0814309651009	"BinaryStatic1"	"LevelStatic1"	-0.195260965452497
"Sample0176"	"Infant"	"FAM059"	"M1"	"Covar1.2"	-0.231105037888992	"BinaryDynamic2"	"LevelDynamic3"	-0.291414036292699	"BinaryStatic1"	"LevelStatic1"	-0.195260965452497
"Sample0177"	"Infant"	"FAM059"	"M3"	"Covar1.2"	0.157368779135986	"BinaryDynamic2"	"LevelDynamic3"	0.612102974797995	"BinaryStatic1"	"LevelStatic1"	-0.195260965452497
"Sample0178"	"Infant"	"FAM059"	"W2"	"Covar1.2"	-0.463283223269095	"BinaryDynamic2"	"LevelDynamic1"	1.02565794658009	"BinaryStatic1"	"LevelStatic1"	-0.195260965452497
"Sample0179"	"Infant"	"FAM060"	"M3"	"Covar1.1"	-0.86347256823941	"BinaryDynamic1"	"LevelDynamic2"	0.0226286893958067	"BinaryStatic2"	"LevelStatic3"	-0.0973469660649151
"Sample0180"	"Infant"	"FAM060"	"M1"	"Covar1.3"	1.27996971896777	"BinaryDynamic2"	"LevelDynamic2"	-0.958399267260185	"BinaryStatic2"	"LevelStatic3"	-0.0973469660649151
"Sample0181"	"Infant"	"FAM060"	"M12"	"Covar1.1"	-1.40384344558215	"BinaryDynamic2"	"LevelDynamic2"	-0.877473505135978	"BinaryStatic2"	"LevelStatic3"	-0.0973469660649151
"Sample0182"	"Infant"	"FAM061"	"M6"	"Covar1.3"	1.11566081696334	"BinaryDynamic2"	"LevelDynamic2"	-0.808550719588489	"BinaryStatic2"	"LevelStatic1"	-1.61601758232144
"Sample0183"	"Infant"	"FAM061"	"W2"	"Covar1.1"	-1.30270621789377	"BinaryDynamic2"	"LevelDynamic3"	-0.542867134387587	"BinaryStatic2"	"LevelStatic1"	-1.61601758232144
"Sample0184"	"Infant"	"FAM061"	"M1"	"Covar1.1"	-0.22784555489463	"BinaryDynamic1"	"LevelDynamic2"	-0.126314923978888	"BinaryStatic2"	"LevelStatic1"	-1.61601758232144
"Sample0185"	"Infant"	"FAM061"	"M3"	"Covar1.3"	-0.420332469946882	"BinaryDynamic2"	"LevelDynamic2"	1.43788914157172	"BinaryStatic2"	"LevelStatic1"	-1.61601758232144
"Sample0186"	"Infant"	"FAM062"	"M1"	"Covar1.1"	-0.65199753086556	"BinaryDynamic1"	"LevelDynamic3"	1.30758765593747	"BinaryStatic2"	"LevelStatic2"	-1.56165004221572
"Sample0187"	"Infant"	"FAM062"	"W2"	"Covar1.3"	0.247770541578942	"BinaryDynamic1"	"LevelDynamic1"	-1.40695301501708	"BinaryStatic2"	"LevelStatic2"	-1.56165004221572
"Sample0188"	"Infant"	"FAM062"	"M3"	"Covar1.3"	-0.250507231945975	"BinaryDynamic1"	"LevelDynamic1"	0.293428012268822	"BinaryStatic2"	"LevelStatic2"	-1.56165004221572
"Sample0189"	"Infant"	"FAM062"	"M6"	"Covar1.3"	0.95599670369311	"BinaryDynamic2"	"LevelDynamic3"	-1.55407417302268	"BinaryStatic2"	"LevelStatic2"	-1.56165004221572
"Sample0190"	"Infant"	"FAM063"	"M1"	"Covar1.1"	0.877184567636834	"BinaryDynamic1"	"LevelDynamic3"	0.788997413084405	"BinaryStatic1"	"LevelStatic1"	0.846743307792262
"Sample0191"	"Infant"	"FAM064"	"M6"	"Covar1.1"	1.72014518814069	"BinaryDynamic1"	"LevelDynamic1"	1.21705797413176	"BinaryStatic1"	"LevelStatic1"	-1.28876128687485
"Sample0192"	"Infant"	"FAM064"	"M12"	"Covar1.2"	1.17425211904075	"BinaryDynamic1"	"LevelDynamic1"	-1.5982531108183	"BinaryStatic1"	"LevelStatic1"	-1.28876128687485
"Sample0193"	"Infant"	"FAM064"	"W2"	"Covar1.2"	-0.260734136623192	"BinaryDynamic1"	"LevelDynamic2"	0.82275913451825	"BinaryStatic1"	"LevelStatic1"	-1.28876128687485
"Sample0194"	"Infant"	"FAM064"	"M3"	"Covar1.1"	1.93492026873194	"BinaryDynamic2"	"LevelDynamic2"	1.85189712779343	"BinaryStatic1"	"LevelStatic1"	-1.28876128687485
"Sample0195"	"Infant"	"FAM065"	"W2"	"Covar1.3"	-1.57112335888235	"BinaryDynamic2"	"LevelDynamic2"	0.329416293964674	"BinaryStatic2"	"LevelStatic2"	-0.103286506732713
"Sample0196"	"Infant"	"FAM065"	"M12"	"Covar1.1"	0.863582172158915	"BinaryDynamic1"	"LevelDynamic2"	1.25544946854973	"BinaryStatic2"	"LevelStatic2"	-0.103286506732713
"Sample0197"	"Infant"	"FAM065"	"M6"	"Covar1.2"	-0.328354636047812	"BinaryDynamic2"	"LevelDynamic2"	0.861318204121123	"BinaryStatic2"	"LevelStatic2"	-0.103286506732713
"Sample0198"	"Infant"	"FAM065"	"M3"	"Covar1.3"	-1.45362548688691	"BinaryDynamic2"	"LevelDynamic1"	0.202449173782736	"BinaryStatic2"	"LevelStatic2"	-0.103286506732713
"Sample0199"	"Infant"	"FAM066"	"M6"	"Covar1.3"	1.01101850164654	"BinaryDynamic2"	"LevelDynamic2"	1.65324419727718	"BinaryStatic1"	"LevelStatic3"	-1.41110381142271
"Sample0200"	"Infant"	"FAM066"	"M3"	"Covar1.3"	0.583998144961727	"BinaryDynamic1"	"LevelDynamic3"	0.29505475512086	"BinaryStatic1"	"LevelStatic3"	-1.41110381142271
"Sample0201"	"Infant"	"FAM066"	"W2"	"Covar1.3"	0.0181024540836579	"BinaryDynamic2"	"LevelDynamic3"	-1.21683211107881	"BinaryStatic1"	"LevelStatic3"	-1.41110381142271
"Sample0202"	"Infant"	"FAM067"	"W2"	"Covar1.2"	0.102990340592227	"BinaryDynamic2"	"LevelDynamic1"	0.190653042283878	"BinaryStatic1"	"LevelStatic2"	-0.173719289030363
"Sample0203"	"Infant"	"FAM068"	"M12"	"Covar1.1"	-0.331051927849374	"BinaryDynamic1"	"LevelDynamic2"	0.943121725432369	"BinaryStatic2"	"LevelStatic3"	2.55878783957125
"Sample0204"	"Infant"	"FAM068"	"M6"	"Covar1.2"	-0.303744616021628	"BinaryDynamic1"	"LevelDynamic2"	1.00411084700855	"BinaryStatic2"	"LevelStatic3"	2.55878783957125
"Sample0205"	"Infant"	"FAM068"	"M3"	"Covar1.3"	-0.197472524749392	"BinaryDynamic2"	"LevelDynamic2"	-0.765952150013509	"BinaryStatic2"	"LevelStatic3"	2.55878783957125
"Sample0206"	"Infant"	"FAM068"	"M1"	"Covar1.3"	-1.07084036150027	"BinaryDynamic1"	"LevelDynamic1"	1.29456696676125	"BinaryStatic2"	"LevelStatic3"	2.55878783957125
"Sample0207"	"Infant"	"FAM069"	"M1"	"Covar1.3"	0.205767521814965	"BinaryDynamic1"	"LevelDynamic3"	-0.184864493308559	"BinaryStatic1"	"LevelStatic3"	1.88910487742212
"Sample0208"	"Infant"	"FAM070"	"M12"	"Covar1.2"	-0.463364216864924	"BinaryDynamic1"	"LevelDynamic3"	0.0571658316482952	"BinaryStatic2"	"LevelStatic2"	0.280349395573777
"Sample0209"	"Infant"	"FAM070"	"M6"	"Covar1.3"	0.703648225812381	"BinaryDynamic1"	"LevelDynamic2"	0.142898147765565	"BinaryStatic2"	"LevelStatic2"	0.280349395573777
"Sample0210"	"Infant"	"FAM071"	"M1"	"Covar1.1"	-0.760313417564229	"BinaryDynamic1"	"LevelDynamic1"	-0.868154356908125	"BinaryStatic2"	"LevelStatic3"	0.216925119726737
"Sample0211"	"Infant"	"FAM071"	"M3"	"Covar1.1"	-0.88251498149318	"BinaryDynamic2"	"LevelDynamic2"	-0.580559858549256	"BinaryStatic2"	"LevelStatic3"	0.216925119726737
"Sample0212"	"Infant"	"FAM071"	"W2"	"Covar1.1"	0.938470387914593	"BinaryDynamic2"	"LevelDynamic2"	-0.303999490888201	"BinaryStatic2"	"LevelStatic3"	0.216925119726737
"Sample0213"	"Infant"	"FAM071"	"M6"	"Covar1.3"	-2.32167664694344	"BinaryDynamic2"	"LevelDynamic3"	0.161072792126574	"BinaryStatic2"	"LevelStatic3"	0.216925119726737
"Sample0214"	"Infant"	"FAM071"	"M12"	"Covar1.2"	-0.259258664381073	"BinaryDynamic2"	"LevelDynamic2"	0.239250033460842	"BinaryStatic2"	"LevelStatic3"	0.216925119726737
"Sample0215"	"Infant"	"FAM072"	"W2"	"Covar1.1"	0.72685401580058	"BinaryDynamic1"	"LevelDynamic3"	-0.577103219987082	"BinaryStatic1"	"LevelStatic1"	-0.0870590129549676
"Sample0216"	"Infant"	"FAM072"	"M12"	"Covar1.3"	-1.17962443373155	"BinaryDynamic2"	"LevelDynamic3"	0.674162148318979	"BinaryStatic1"	"LevelStatic1"	-0.0870590129549676
"Sample0217"	"Infant"	"FAM072"	"M1"	"Covar1.2"	0.0287758355279222	"BinaryDynamic2"	"LevelDynamic3"	0.195858892481739	"BinaryStatic1"	"LevelStatic1"	-0.0870590129549676
"Sample0218"	"Infant"	"FAM072"	"M3"	"Covar1.2"	0.479731441976519	"BinaryDynamic1"	"LevelDynamic1"	1.24748467752843	"BinaryStatic1"	"LevelStatic1"	-0.0870590129549676
"Sample0219"	"Infant"	"FAM072"	"M6"	"Covar1.2"	-1.59170977402468	"BinaryDynamic1"	"LevelDynamic2"	1.56632191114073	"BinaryStatic1"	"LevelStatic1"	-0.0870590129549676
"Sample0220"	"Infant"	"FAM073"	"W2"	"Covar1.1"	-1.38539849169078	"BinaryDynamic1"	"LevelDynamic1"	0.865946962399254	"BinaryStatic1"	"LevelStatic1"	0.645344525213861
"Sample0221"	"Infant"	"FAM073"	"M6"	"Covar1.1"	-2.10911797979007	"BinaryDynamic1"	"LevelDynamic3"	-1.45871633600498	"BinaryStatic1"	"LevelStatic1"	0.645344525213861
"Sample0222"	"Infant"	"FAM073"	"M1"	"Covar1.3"	0.103738344489238	"BinaryDynamic1"	"LevelDynamic3"	1.16851110003567	"BinaryStatic1"	"LevelStatic1"	0.645344525213861
"Sample0223"	"Infant"	"FAM073"	"M12"	"Covar1.3"	-0.435182689435085	"BinaryDynamic1"	"LevelDynamic3"	0.225453106637199	"BinaryStatic1"	"LevelStatic1"	0.645344525213861
"Sample0224"	"Infant"	"FAM073"	"M3"	"Covar1.2"	0.788167448874155	"BinaryDynamic1"	"LevelDynamic2"	0.509626367288368	"BinaryStatic1"	"LevelStatic1"	0.645344525213861
"Sample0225"	"Infant"	"FAM074"	"M1"	"Covar1.2"	-2.1089999375762	"BinaryDynamic1"	"LevelDynamic3"	-0.214840528330201	"BinaryStatic2"	"LevelStatic3"	0.651151444764117
"Sample0226"	"Infant"	"FAM075"	"M3"	"Covar1.1"	0.503220247154161	"BinaryDynamic1"	"LevelDynamic2"	1.48793380630439	"BinaryStatic2"	"LevelStatic1"	-0.0901008580435148
"Sample0227"	"Infant"	"FAM075"	"W2"	"Covar1.1"	0.00284787111576569	"BinaryDynamic2"	"LevelDynamic1"	-1.03506706494734	"BinaryStatic2"	"LevelStatic1"	-0.0901008580435148
"Sample0228"	"Infant"	"FAM076"	"M3"	"Covar1.1"	0.268784295871715	"BinaryDynamic2"	"LevelDynamic3"	0.664744894898279	"BinaryStatic1"	"LevelStatic1"	0.022102306605863
"Sample0229"	"Infant"	"FAM076"	"W2"	"Covar1.2"	1.29891009406231	"BinaryDynamic1"	"LevelDynamic2"	0.765374208031404	"BinaryStatic1"	"LevelStatic1"	0.022102306605863
"Sample0230"	"Infant"	"FAM077"	"W2"	"Covar1.3"	0.690839039577959	"BinaryDynamic2"	"LevelDynamic1"	0.165509793432613	"BinaryStatic1"	"LevelStatic1"	0.256812118872722
"Sample0231"	"Infant"	"FAM077"	"M12"	"Covar1.1"	0.585280599801311	"BinaryDynamic2"	"LevelDynamic2"	-0.943155724351015	"BinaryStatic1"	"LevelStatic1"	0.256812118872722
"Sample0232"	"Infant"	"FAM078"	"M6"	"Covar1.3"	0.0419534963934692	"BinaryDynamic2"	"LevelDynamic1"	2.87687392695343	"BinaryStatic2"	"LevelStatic3"	-0.575393676956981
"Sample0233"	"Infant"	"FAM078"	"M3"	"Covar1.2"	1.20489059802964	"BinaryDynamic1"	"LevelDynamic1"	-0.0376733967526575	"BinaryStatic2"	"LevelStatic3"	-0.575393676956981
"Sample0234"	"Infant"	"FAM078"	"M12"	"Covar1.2"	0.456343154396941	"BinaryDynamic2"	"LevelDynamic2"	1.57729258551357	"BinaryStatic2"	"LevelStatic3"	-0.575393676956981
"Sample0235"	"Infant"	"FAM078"	"W2"	"Covar1.2"	-0.0183655761835728	"BinaryDynamic1"	"LevelDynamic2"	-2.90990500742629	"BinaryStatic2"	"LevelStatic3"	-0.575393676956981
"Sample0236"	"Infant"	"FAM078"	"M1"	"Covar1.3"	0.659335309494228	"BinaryDynamic2"	"LevelDynamic1"	-0.0733632595481024	"BinaryStatic2"	"LevelStatic3"	-0.575393676956981
"Sample0237"	"Infant"	"FAM079"	"M6"	"Covar1.1"	-1.00025163535053	"BinaryDynamic1"	"LevelDynamic2"	-0.530040191050746	"BinaryStatic2"	"LevelStatic1"	0.713147967171598
"Sample0238"	"Infant"	"FAM079"	"W2"	"Covar1.3"	0.857200531690208	"BinaryDynamic2"	"LevelDynamic3"	2.78059274751491	"BinaryStatic2"	"LevelStatic1"	0.713147967171598
"Sample0239"	"Infant"	"FAM079"	"M1"	"Covar1.2"	-0.581375913906673	"BinaryDynamic1"	"LevelDynamic1"	-0.184363698880055	"BinaryStatic2"	"LevelStatic1"	0.713147967171598
"Sample0240"	"Infant"	"FAM080"	"M12"	"Covar1.1"	-0.1943946149043	"BinaryDynamic2"	"LevelDynamic2"	-2.71963407317237	"BinaryStatic1"	"LevelStatic1"	1.16354914172947
"Sample0241"	"Infant"	"FAM080"	"M6"	"Covar1.1"	-0.157820500919373	"BinaryDynamic1"	"LevelDynamic3"	0.406515037498621	"BinaryStatic1"	"LevelStatic1"	1.16354914172947
"Sample0242"	"Infant"	"FAM080"	"M1"	"Covar1.1"	-0.229521681463799	"BinaryDynamic1"	"LevelDynamic3"	-0.75765437248965	"BinaryStatic1"	"LevelStatic1"	1.16354914172947
"Sample0243"	"Infant"	"FAM080"	"W2"	"Covar1.2"	-2.43991511230794	"BinaryDynamic2"	"LevelDynamic1"	-0.329839465556207	"BinaryStatic1"	"LevelStatic1"	1.16354914172947
"Sample0244"	"Infant"	"FAM081"	"M1"	"Covar1.1"	-0.325143518762321	"BinaryDynamic1"	"LevelDynamic2"	0.287176965114704	"BinaryStatic1"	"LevelStatic1"	1.74760131861988
"Sample0245"	"Infant"	"FAM081"	"M3"	"Covar1.3"	-0.4489470800083	"BinaryDynamic2"	"LevelDynamic1"	-1.41172034969047	"BinaryStatic1"	"LevelStatic1"	1.74760131861988
"Sample0246"	"Infant"	"FAM081"	"M6"	"Covar1.1"	-0.130239775631992	"BinaryDynamic1"	"LevelDynamic3"	1.11250070071547	"BinaryStatic1"	"LevelStatic1"	1.74760131861988
"Sample0247"	"Infant"	"FAM081"	"M12"	"Covar1.1"	0.634191991355635	"BinaryDynamic1"	"LevelDynamic2"	0.784193941404782	"BinaryStatic1"	"LevelStatic1"	1.74760131861988
"Sample0248"	"Infant"	"FAM082"	"M1"	"Covar1.1"	-0.247485106665517	"BinaryDynamic1"	"LevelDynamic2"	2.1110530501937	"BinaryStatic1"	"LevelStatic1"	0.585164534377164
"Sample0249"	"Infant"	"FAM082"	"W2"	"Covar1.1"	-1.81064815483581	"BinaryDynamic2"	"LevelDynamic3"	0.0879805198676043	"BinaryStatic1"	"LevelStatic1"	0.585164534377164
"Sample0250"	"Infant"	"FAM082"	"M6"	"Covar1.3"	-0.329840886018447	"BinaryDynamic2"	"LevelDynamic3"	0.668767828081093	"BinaryStatic1"	"LevelStatic1"	0.585164534377164
"Sample0251"	"Infant"	"FAM083"	"M12"	"Covar1.2"	-2.1511984705034	"BinaryDynamic1"	"LevelDynamic2"	-1.12204804367408	"BinaryStatic1"	"LevelStatic2"	-0.170743146135865
"Sample0252"	"Infant"	"FAM083"	"M6"	"Covar1.2"	-0.358595699578855	"BinaryDynamic1"	"LevelDynamic1"	-1.29604449462786	"BinaryStatic1"	"LevelStatic2"	-0.170743146135865
"Sample0253"	"Infant"	"FAM084"	"M6"	"Covar1.2"	-2.37507708858517	"BinaryDynamic1"	"LevelDynamic3"	2.19498780176875	"BinaryStatic2"	"LevelStatic2"	-2.2692502436556
"Sample0254"	"Infant"	"FAM084"	"M1"	"Covar1.1"	0.495839633545248	"BinaryDynamic1"	"LevelDynamic3"	-0.952356645649756	"BinaryStatic2"	"LevelStatic2"	-2.2692502436556
"Sample0255"	"Infant"	"FAM084"	"M3"	"Covar1.1"	0.473741445446137	"BinaryDynamic1"	"LevelDynamic1"	-1.10881906989401	"BinaryStatic2"	"LevelStatic2"	-2.2692502436556
"Sample0256"	"Infant"	"FAM084"	"M12"	"Covar1.2"	-0.133982754892463	"BinaryDynamic2"	"LevelDynamic2"	0.628302891085696	"BinaryStatic2"	"LevelStatic2"	-2.2692502436556
"Sample0257"	"Infant"	"FAM085"	"M1"	"Covar1.2"	0.536075024222084	"BinaryDynamic2"	"LevelDynamic2"	0.836058204868241	"BinaryStatic1"	"LevelStatic1"	-0.851969541119477
"Sample0258"	"Infant"	"FAM085"	"M12"	"Covar1.2"	-1.42925692064754	"BinaryDynamic2"	"LevelDynamic1"	0.563354022931904	"BinaryStatic1"	"LevelStatic1"	-0.851969541119477
"Sample0259"	"Infant"	"FAM085"	"M6"	"Covar1.3"	1.04804093097701	"BinaryDynamic1"	"LevelDynamic3"	0.14131825836396	"BinaryStatic1"	"LevelStatic1"	-0.851969541119477
"Sample0260"	"Infant"	"FAM085"	"W2"	"Covar1.3"	0.0274913575219892	"BinaryDynamic2"	"LevelDynamic3"	-0.606637508210341	"BinaryStatic1"	"LevelStatic1"	-0.851969541119477
"Sample0261"	"Infant"	"FAM085"	"M3"	"Covar1.3"	0.415056824937627	"BinaryDynamic1"	"LevelDynamic1"	0.655373754296766	"BinaryStatic1"	"LevelStatic1"	-0.851969541119477
"Sample0262"	"Infant"	"FAM086"	"M6"	"Covar1.3"	1.17750647036235	"BinaryDynamic1"	"LevelDynamic3"	1.04506585750601	"BinaryStatic1"	"LevelStatic3"	-0.143487487988559
"Sample0263"	"Infant"	"FAM086"	"M1"	"Covar1.2"	-0.133532063164766	"BinaryDynamic2"	"LevelDynamic1"	-0.290668137715188	"BinaryStatic1"	"LevelStatic3"	-0.143487487988559
